NO,UNIT CODE,CATEGORY,UNIT TYPE,UNIT MODEL,UNIT CATEGORY,SECTION,VENDOR,SERIAL NUMBER,HM/KM,Last Refueling,Std Ratio,PARAMETER
2211,KAI B-011,BUS,BUS,COLT DIESEL FE 84 G 4X4,MS SUPPORT,OPERATION RENTAL,KAI RENTAL,KT 7017 KA,"97,159.0",10-Aug-25, 4.45 ,ODD
2212,AJS LV-001,LIGHT VEHICLE,LV,TRITON 2.4 DC GLS,GAM SUPPORT,FACILITY,ABADI JAYA SENTOSA,KT 8904 RW,"42,682.0",10-Aug-25,  ,ODD
2213,SMP C-19,COMPACTOR,COMPACTOR,SV 526 D,MS HE,OPERATION RENTAL,SMP RENTAL,25V70-11068,"9,662.8",10-Aug-25, 5.00 ,HM
2214,BLP TM-01,TRUCK MIXER,TRUCK MIXER,HINO 500,GAM SUPPORT,PROJECT,BUMI LIPUTAN PUSAKA,J08EUFR11878,  ,, 1.40 ,ODD
2215,BLP TM-02,TRUCK MIXER,TRUCK MIXER,HINO 500,GAM SUPPORT,PROJECT,BUMI LIPUTAN PUSAKA,J08EUFR11921,  ,, 1.40 ,ODD
2216,BLP EX-02,EXCAVATOR,EX 200,PC 210 F,GAM SUPPORT,PROJECT,BUMI LIPUTAN PUSAKA,,  ,,  ,HM
2217,SMP CT-02,CRANE TRUCK,CRANE TRUCK,FM 280 JD,MS SUPPORT,OPERATION RENTAL,SMP RENTAL,,"2,276.0",6-Aug-25, 1.24 ,HM
2218,PMVV-126,TRAILER TRUCK,TRAILER TRUCK,FH 16,TRAILER HAULING,OPERATION HAULING,KAI HAULING,,"268,109.6",9-Aug-25, 1.00 ,ODD
2219,PMVV-127,TRAILER TRUCK,TRAILER TRUCK,FH 16,TRAILER HAULING,OPERATION HAULING,KAI HAULING,,  ,, 1.00 ,ODD
2220,PMVV-128,TRAILER TRUCK,TRAILER TRUCK,FH 16,TRAILER HAULING,OPERATION HAULING,KAI HAULING,,"268,756.5",31-Jul-25, 1.00 ,ODD
2224,LV 914,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,DEWATERING,DAUN BUAH,KT 8107 XD,"36,476.0",19-Jul-25, 7.00 ,ODD
2225,LV 915,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,DEWATERING,DAUN BUAH,KT 8102 XD,"41,168.0",7-Aug-25, 7.00 ,ODD
2226,LV 519,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,OPERATION RENTAL,DAUN BUAH,KT 8101 XD,"72,474.0",8-Aug-25, 7.00 ,ODD
2227,LV PN 01,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,OPERATION RENTAL,PICOTEL NUSANTARA,KT 8161 OK,  ,, 7.00 ,ODD
2228,ELF PN 02,MINI BUS,MINI BUS,ELF NHR 55,GAM SUPPORT,OPERATION RENTAL,PICOTEL NUSANTARA,KT 7524 DL,  ,, 6.34 ,ODD
2229,CM-01,MESIN MOLEN,MESIN MOLEN,HERCULES,GAM SUPPORT,PROJECT,GAM PROJECT (TFT),,  ,30-Jul-25,  ,HM
2230,CM-02,MESIN MOLEN,MESIN MOLEN,HERCULES,GAM SUPPORT,PROJECT,GAM PROJECT (TFT),,  ,,  ,HM
2231,CM-03,MESIN MOLEN,MESIN MOLEN,HERCULES,GAM SUPPORT,PROJECT,GAM PROJECT (TFT),,  ,,  ,HM
2232,LV 602,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,LOGISTIC,BELFANO NAHLA UTAMA,KT 8137 ZF,"60,376.0",5-Aug-25, 7.00 ,ODD
2233,LV 112,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 8138 ZF,  ,, 7.00 ,ODD
2234,LV 702,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,PROJECT,BELFANO NAHLA UTAMA,KT 8139 ZF,"58,411.0",10-Aug-25, 7.00 ,ODD
2235,GGD-05,MOTOR GRADER,MG,GD755-5R,MS HE,OPERATION RENTAL,MGE RENTAL,10696,"7,102.1",7-Aug-25, 18.00 ,HM
2236,WT GA-01,WATER TRUCK,WT SUPPORT,FE 74HD,GAM SUPPORT,GA,GAM GA,DK 8913 WF,"29,784.0",6-Aug-25,  ,ODD
2237,GPE B-839,BUS,BUS,COLT DIESEL FE 84 G,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,N 7241 UF,"306,641.0",10-Aug-25, 4.75 ,ODD
2238,MESIN ALKON,WATER PUMP,WATER PUMP,KOROBE DX 170 F,GAM SUPPORT,GA,GAM GA,,  ,,  ,HM
2239,SMP WTH-16,WATER TRUCK,WT CONTRACT,HINO 500 WT,MS SUPPORT,ROAD & FABRICATION,SMP RENTAL,,"5,529.8",9-Aug-25, 7.80 ,HM
2240,SMP WTH-17,WATER TRUCK,WT CONTRACT,HINO 500 WT,MS SUPPORT,OPERATION RENTAL,SMP RENTAL,,  ,, 7.80 ,HM
2241,SMP WTH-18,WATER TRUCK,WT CONTRACT,HINO 500 WT,MS SUPPORT,STOCKPILE,SMP RENTAL,,"6,699.4",9-Aug-25, 7.80 ,HM
2242,BDCT-011,BULLDOZER,D8GC,D8GC,MS HE,OPERATION RENTAL,KAI RENTAL,,"7,274.9",10-Aug-25,  ,HM
2243,SUM DT-381,DUMP TRUCK,HAULING TRUCK,FMX 460-6X4,HAULING,OPERATION HAULING,SUM HAULING,,"347,361.6",9-Aug-25, 1.40 ,ODD
2244,SUM DT-382,DUMP TRUCK,HAULING TRUCK,FMX 460-6X4,HAULING,OPERATION HAULING,SUM HAULING,,"325,782.2",9-Aug-25, 1.40 ,ODD
2245,KAI LV-014,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,MS SUPPORT,OPERATION RENTAL,KAI RENTAL,KT 8719 YI,"253,464.0",10-Aug-25, 7.00 ,ODD
2247,GPE LV-809,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,KT 8114 XD,"113,553.0",31-Jul-25, 7.00 ,ODD
2248,GAM B-03,MINI BUS,MINI BUS,FE 71 BC,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 7092 KA,"81,438.0",10-Aug-25, 6.34 ,ODD
2249,KDZ-17,BULLDOZER,D8GC,D8GC,MS HE,OPERATION RENTAL,KAI RENTAL,,"5,410.0",9-Aug-25,  ,HM
2250,SUM DT-383,DUMP TRUCK,HAULING TRUCK,FMX 460-6X4,HAULING,OPERATION HAULING,SUM HAULING,,"346,224.5",9-Aug-25, 1.40 ,ODD
2251,SMP LV-72,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,HAULING SUPPORT,OPERATION HAULING,SMP HAULING,B 9070 BAZ,  ,, 7.00 ,ODD
2252,GAM B-10,BUS,BUS,COLT DIESEL FE 84 G,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 7102 KA,"75,699.0",9-Aug-25, 4.75 ,ODD
2253,LV 503,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,OPERATION HAULING,BELFANO NAHLA UTAMA,KT 8647 ZC,"50,914.0",7-Aug-25, 7.00 ,ODD
2254,LV 811,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,MPE,BELFANO NAHLA UTAMA,KT 8652 ZC,"72,560.0",9-Aug-25, 7.00 ,ODD
2255,LV 504 B/D,LIGHT VEHICLE,LV,FORTUNER VRZ,GAM SUPPORT,OPERATION HAULING,BELFANO NAHLA UTAMA,KT 1561 YZ,  ,, 7.00 ,ODD
2256,BLP B-005,MINI BUS,MINI BUS,HI-ACE,GAM SUPPORT,PROJECT,BUMI LIPUTAN PUSAKA,,  ,,  ,ODD
2257,SMP LV-85,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,HAULING SUPPORT,OPERATION HAULING,SMP HAULING,B 9456 BBF,"55,311.0",10-Aug-25, 7.00 ,ODD
2258,GFTH-862,FUEL TRUCK,FT,FM 280 JD FT,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,,"9,460.4",10-Aug-25, 7.80 ,HM
2259,GAM B-02,BUS,BUS,COLT DIESEL FE 84 G,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 7104 KA,"56,474.0",10-Aug-25, 4.75 ,ODD
2260,GAM B-15,BUS,BUS,COLT DIESEL FE 84 G,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 7097 KA,"94,278.0",10-Aug-25, 4.75 ,ODD
2261,GPE B-870,MINI BUS,MINI BUS,NLR 8SU,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,AA 7106 A,"104,262.0",10-Aug-25,  ,ODD
2262,LV 916,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,DEWATERING,BELFANO NAHLA UTAMA,KT 8271 ZG,"53,616.0",9-Aug-25, 7.00 ,ODD
2263,LV 917,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,DEWATERING,BELFANO NAHLA UTAMA,KT 8273 ZG,"37,761.0",, 7.00 ,ODD
2264,GGD-06,MOTOR GRADER,MG,GD755-5R,MS HE,OPERATION RENTAL,MGE RENTAL,,"6,855.2",31-Jul-25, 18.00 ,HM
2265,G-34,GENSET,GENSET,C110D5,GAM SUPPORT,FACILITY,GAM FACILITY,,  ,,  ,HM
2266,G-35,GENSET,GENSET,C550D5E,GAM SUPPORT,FACILITY,GAM FACILITY,,  ,,  ,HM
2267,G-36,GENSET,GENSET,C550D5E,GAM SUPPORT,FACILITY,GAM FACILITY,,  ,,  ,HM
2268,MNK LV-03,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,BLASTING,KMB,DA 8127 HH,"36,445.0",, 7.00 ,ODD
2269,KAI LV-046,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,HAULING SUPPORT,OPERATION HAULING,KAI HAULING,KT 8157 ZG,"127,205.0",9-Aug-25, 7.00 ,ODD
2270,KAI LV-047,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,MS SUPPORT,OPERATION RENTAL,KAI RENTAL,KT 8150 ZG,"83,336.0",, 7.00 ,ODD
2271,KAI LV-048,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,MS SUPPORT,OPERATION RENTAL,KAI RENTAL,KT 8142 ZG,"115,443.0",7-Aug-25, 7.00 ,ODD
2272,GWA-07,WHEEL LOADER,WA,WA500-6R,MS HE,OPERATION RENTAL,MGE RENTAL,,"11,399.6",10-Aug-25,  ,HM
2273,KAI LV-010,LIGHT VEHICLE,LV,TRITON HD-X,HAULING SUPPORT,OPERATION HAULING,KAI HAULING,KT 8143 ZG,"101,991.0",7-Aug-25, 7.00 ,ODD
2274,KAI LV-011,LIGHT VEHICLE,LV,TRITON HD-X,HAULING SUPPORT,OPERATION HAULING,KAI HAULING,KT 8144 ZG,"112,920.0",9-Aug-25, 7.00 ,ODD
2275,BLP CM-01,MIXER,MIXER,SELF LOADING MIXER,GAM SUPPORT,PROJECT,BUMI LIPUTAN PUSAKA,,  ,,  ,HM
2276,BLP CM-02,MIXER,MIXER,SELF LOADING MIXER,GAM SUPPORT,PROJECT,BUMI LIPUTAN PUSAKA,,  ,,  ,HM
2277,G-37,GENSET,GENSET,C-15,GAM SUPPORT,FACILITY,GAM FACILITY,,  ,,  ,HM
2278,LV 104,LIGHT VEHICLE,LV,FORTUNER VRZ,GAM SUPPORT,GA,DAUN BUAH,KT 1801 QD,"113,456.0",5-Aug-25, 7.00 ,ODD
2279,BNU-05,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 8454 YR,"162,089.0",, 7.00 ,ODD
2280,SUM DT-384,DUMP TRUCK,HAULING TRUCK,FMX 460-6X4,HAULING,OPERATION HAULING,SUM HAULING,,"353,797.9",9-Aug-25, 1.40 ,ODD
2281,BNU LV-36,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,HAULING SUPPORT,OPERATION HAULING,SMP HAULING,KT 8362 YS,  ,, 7.00 ,ODD
2282,GAM B-23,BUS,BUS,COLT DIESEL FE 84 G,GAM SUPPORT,GA,RODA PRATAMA JAYA,KT 7874 AU,"73,757.0",10-Aug-25, 4.75 ,ODD
2283,LV 907,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,DEWATERING,KARUNIA RENTAL INDONESIA,KT 8214 ZG,"44,284.0",5-Aug-25, 7.00 ,ODD
2284,LV 813,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,MPE,KARUNIA RENTAL INDONESIA,KT 8239 ZG,"70,856.0",29-Jul-25, 7.00 ,ODD
2285,LV 540,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,ROAD & FABRICATION,KARUNIA RENTAL INDONESIA,KT 8213 ZG,"85,542.0",9-Aug-25, 7.00 ,ODD
2286,LV 543,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,ROAD & FABRICATION,KARUNIA RENTAL INDONESIA,KT 8211 ZG,"73,041.0",31-Jul-25, 7.00 ,ODD
2287,UT-427,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,HE,UNITED TRACKTOR,KT 8826 RS,"157,047.0",29-Jul-25, 7.00 ,ODD
2288,LV 824,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,SURVEY,KARUNIA RENTAL INDONESIA,KT 8210 ZG,"53,801.0",6-Aug-25, 7.00 ,ODD
2289,LV 825,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,SURVEY,KARUNIA RENTAL INDONESIA,KT 8212 ZG,"67,101.0",8-Aug-25, 7.00 ,ODD
2290,LV 502,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,OPERATION RENTAL,DAUN BUAH,KT 8823 DM,"36,934.0",6-Aug-25, 7.00 ,ODD
2291,LV 823,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,SURVEY,DAUN BUAH,KT 8821 DM,"58,226.0",9-Aug-25, 7.00 ,ODD
2292,LV 911,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,DEWATERING,DAUN BUAH,KT 8820 DM,"25,861.0",9-Aug-25, 7.00 ,ODD
2293,LV 103,LIGHT VEHICLE,LV,FORTUNER VRZ,GAM SUPPORT,GA,DAUN BUAH,KT 1925 QD,"112,703.0",9-Aug-25, 7.00 ,ODD
2294,KAI BUS-12,BUS,BUS,OH 1526 MT,HAULING SUPPORT,OPERATION HAULING,KAI HAULING,KT 7957 AO,"240,504.8",9-Aug-25, 3.00 ,ODD
2295,G-31,GENSET,GENSET,C550D5E,GAM SUPPORT,FACILITY,GAM FACILITY,K21H08614,  ,,  ,HM
2296,G-32,GENSET,GENSET,C2750 DB5,GAM SUPPORT,FACILITY,GAM FACILITY,122D008631,  ,,  ,HM
2297,G-33,GENSET,GENSET,C2750 D5B,GAM SUPPORT,FACILITY,GAM FACILITY,122D008363,  ,,  ,HM
2298,FT-4,BABY TANK,BABY TANK,,GAM SUPPORT,FACILITY,GAM FACILITY,,  ,,  ,HM
2299,KEX-37,EXCAVATOR,EX 400,J31739,MS HE,OPERATION RENTAL,KAI RENTAL,,"8,890.0",10-Aug-25,  ,HM
2300,KEX-38,EXCAVATOR,EX 300,ZX 350H-5G,MS HE,OPERATION RENTAL,KAI RENTAL,HCMDDEF2100052760,"7,990.6",9-Aug-25, 22.15 ,HM
2301,SMP LV-60,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,HAULING SUPPORT,OPERATION HAULING,SMP HAULING,B 9376 BBE,"238,670.0",8-Aug-25, 7.00 ,ODD
2302,SMP LV-63,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,MS SUPPORT,OPERATION RENTAL,SMP RENTAL,B 9374 BBE,"125,183.0",27-Jul-25, 7.00 ,ODD
2303,LV 514,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,OPERATION HAULING,BELFANO NAHLA UTAMA,KT 8443 ZG,"69,778.0",9-Aug-25, 7.00 ,ODD
2304,LV 126,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 8446 ZG,"68,477.0",9-Aug-25, 7.00 ,ODD
2305,SUM DT-385,DUMP TRUCK,HAULING TRUCK,FMX 460-6X4,HAULING,OPERATION HAULING,SUM HAULING,,"310,747.1",9-Aug-25, 1.40 ,ODD
2306,SUM DT-386,DUMP TRUCK,HAULING TRUCK,FMX 460-6X4,HAULING,OPERATION HAULING,SUM HAULING,,"296,766.7",9-Aug-25, 1.40 ,ODD
2307,BLP GT-03,GENSET,GENSET,DCA 25-SPI,GAM SUPPORT,PROJECT,BUMI LIPUTAN PUSAKA,,  ,,  ,HM
2309,UT-411,LIGHT VEHICLE,LV,HILUX SC,GAM SUPPORT,OPERATION RENTAL,UNITED TRACKTOR,,  ,,  ,ODD
2310,UT-415,LIGHT VEHICLE,LV,HILUX SC,GAM SUPPORT,OPERATION RENTAL,UNITED TRACKTOR,,"77,127.0",9-Aug-25,  ,ODD
2311,SMP CM-001,COMPRESSOR,COMPRESSOR,V1505,MS SUPPORT,OPERATION RENTAL,SMP RENTAL,,"2,685.4",,  ,HM
2312,LV 111,LIGHT VEHICLE,LV,FORTUNER VRZ,GAM SUPPORT,GA,DAUN BUAH,KT 1877 QD,"70,689.0",5-Aug-25, 7.00 ,ODD
2313,GRJ-300,DRILLING RIG,DRILLING GEOLOGY,V3300,GAM SUPPORT,GEOLOGY,GAM GEOLOGY,,  ,31-Jul-25,  ,HM
2318,LV 7-503,LIGHT VEHICLE,LV,HILUX DC,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,,"52,362.0",13-May-25, 7.00 ,ODD
2323,LV 7-305,LIGHT VEHICLE,LV,HILUX DC,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,,"57,734.0",23-Jul-25, 7.00 ,ODD
2324,LV 7-401,LIGHT VEHICLE,LV,HILUX DC,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,KT 8264 ZC,"110,062.0",9-Aug-25, 7.00 ,ODD
2326,GWTH-833,WATER TRUCK,WT CONTRACT,FM 280 JD WT,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,,"5,421.0",31-Jul-25, 7.80 ,HM
2327,KAI LV-005,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,HAULING SUPPORT,OPERATION HAULING,KAI HAULING,KT 8850 YN,  ,, 7.00 ,ODD
2329,MJPP-01,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,FACILITY,GAM FACILITY,KT 8690 DJ,  ,20-Jun-25, 7.00 ,ODD
2330,AMB LV-02,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,BLASTING,ANHARU MITRA BAROKAH,KT 8817 YY,  ,, 7.00 ,ODD
0309MGE,MGE B-71,BUS,BUS,COLT DIESEL FE 84 G,JO SUPPORT,MGE,MGE,,  ,, 4.75 ,ODD
0310MGE,MGE B-72,BUS,BUS,COLT DIESEL FE 84 G,JO SUPPORT,MGE,MGE,,"84,813.0",24-Jul-25, 4.75 ,ODD
0376MGE,MGE B-73,MINI BUS,MINI BUS,HIACE PREMIO,JO SUPPORT,MGE,MGE,,"230,808.0",8-Aug-25, 6.34 ,ODD
0302MGE,MGE LV 7-302,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,,  ,, 7.00 ,ODD
0298MGE,MGE LV 7-306,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,,  ,, 7.00 ,ODD
0299MGE,MGE LV 7-307,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,,  ,, 7.00 ,ODD
1577MGE,MGE LV 7-308,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,,  ,, 7.00 ,ODD
MGE 10,MGE LV 7-604,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,,  ,, 7.00 ,ODD
2331,GAM B-04,BUS,BUS,COLT DIESEL FE 84 G,GAM SUPPORT,GA,KARUNIA RENTAL INDONESIA,KT 7167 KA,"150,580.0",9-Aug-25, 4.75 ,ODD
2332,GAM B-25,BUS,BUS,COLT DIESEL FE 84 G,GAM SUPPORT,GA,KARUNIA RENTAL INDONESIA,KT 7173 KA,"117,070.0",4-Aug-25, 4.75 ,ODD
2333,MLD 005,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,PROJECT,MILDA,KT 8426 DL,  ,, 7.00 ,ODD
0399MGE,MGE LV 7-201,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,,  ,, 7.00 ,ODD
2336,GAM-CT-03,CRANE TRUCK,CRANE TRUCK,Isuzu Light Truck,GAM SUPPORT,FACILITY,GAM FACILITY,K21HO18614,"2,716.0",,  ,HM
2337,GAM B-21,BUS,BUS,COLT DIESEL FE 84 G,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 7101 KA,"47,251.0",9-Aug-25, 4.75 ,ODD
2338,LV 7-102,LIGHT VEHICLE,LV,HILUX DC,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,KT 8651 EL,"63,186.0",10-Aug-25, 7.00 ,ODD
2339,LV 7-501,LIGHT VEHICLE,LV,HILUX DC,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,KT 8652 EL,"51,935.0",8-Aug-25, 7.00 ,ODD
2341,MGE B-74,MINI BUS,MINI BUS,FE 71 BC,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,KT 7822 EG,  ,, 6.34 ,ODD
2343,GAM B-29,BUS,BUS,COLT DIESEL FE 84 G,GAM SUPPORT,GA,KARUNIA RENTAL INDONESIA,KT 7166 KA,"93,084.0",9-Aug-25, 4.75 ,ODD
0304MGE,MGE LV 7-202,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,KT 8262 ZC,  ,, 7.00 ,ODD
2344,GLT-01,LOADED TRUCK,LUBE TRUCK,FM 280 JD,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,,"22,704.0",9-Aug-25, 1.24 ,ODD
2345,GDZ-08,BULLDOZER,D155,D155A-6,MS HE,OPERATION RENTAL,MGE RENTAL,,"8,114.0",10-Aug-25, 40.00 ,HM
0388MGE,MGE LV 7-103,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,GA,MGE,KT 8949 EL,"98,834.0",7-Aug-25, 7.00 ,ODD
2346,LV 7-100,LIGHT VEHICLE,LV,FORTUNER VRZ,MS SUPPORT,GA,MGE RENTAL,KT 1623 EN,"77,727.0",9-Aug-25, 7.00 ,ODD
2347,LV 7-506,LIGHT VEHICLE,LV,HILUX DC,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,KT 8955 EL,"72,743.0",9-Aug-25, 7.00 ,ODD
2348,GPE LV 802,LIGHT VEHICLE,LV,FORTUNER VRZ,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,B 2206 UJC,  ,, 7.00 ,ODD
2349,GPE LV 822,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,L 8081 PRK,"73,929.0",31-Jul-25, 7.00 ,ODD
2350,GPE LV 823,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,L 8082 PRK,"83,231.0",9-Aug-25, 7.00 ,ODD
2351,SMP EX-79,EXCAVATOR,EX 200,PC 200-10MO,MS HE,OPERATION RENTAL,SMP RENTAL,,  ,,  ,HM
2352,SMP EX-80,EXCAVATOR,EX 200,PC 200-10MO,MS HE,OPERATION RENTAL,SMP RENTAL,,  ,,  ,HM
2353,MGE GFL-01,FORKLIFT,Forklift,FD25C-17,MS SUPPORT,OPERATION RENTAL,MGE RENTAL,,"2,825.0",21-Jul-25,  ,HM
2354,SMP LV-71,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,HAULING SUPPORT,OPERATION HAULING,SMP HAULING,B 9982 BXD,"4,204.0",28-Jun-25, 7.00 ,ODD
2355,SMP ML-001,WELDING MACHINE,WELDING MACHINE,46.3,MS SUPPORT,OPERATION RENTAL,SMP RENTAL,,"2,484.1",6-Aug-25,  ,HM
0400MGE,MGE LV 7-106,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,KT 8257 DM,"52,606.0",29-Jul-25, 7.00 ,ODD
0283MGE,MGE LV 7-104,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,KT 8260 EM,"29,631.0",6-Aug-25, 7.00 ,ODD
2357,LV 105,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,GA,BELFANO NAHLA UTAMA,KT 8054 ZG,"35,305.0",2-Aug-25, 7.00 ,ODD
2358,LV 501,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,OPERATION RENTAL,BELFANO NAHLA UTAMA,KT 8124 ZG,"32,119.0",4-Aug-25, 7.00 ,ODD
2359,LV 214,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,HSE,BELFANO NAHLA UTAMA,KT 8125 ZG,"87,602.0",8-Aug-25, 7.00 ,ODD
2360,LV 918,LIGHT VEHICLE,LV,HILUX DC,GAM SUPPORT,DEWATERING,BELFANO NAHLA UTAMA,KT 8056 ZG,"10,827.0",21-Jul-25, 7.00 ,ODD
2361,LV 537,LIGHT VEHICLE,LV,MITSUBISHI,GAM SUPPORT,OPERATION RENTAL,BELFANO NAHLA UTAMA,KT 8367 ZG,"61,568.0",8-Aug-25,  ,ODD
2362,GMTL-03,GENSET,GENSET,HT 20Y,MS SUPPORT,OPERATION RENTAL,GPE RENTAL,,  ,,  ,HM
0463MGE,MGE B-75,MINI BUS,MINI BUS,ELF NLR 55,JO SUPPORT,MGE,MGE,KT 7822 EG,"121,303.0",10-Aug-25, 6.34 ,ODD
2363,SUM DT-387,DUMP TRUCK,HAULING TRUCK,FMX 440-6X4,HAULING,OPERATION HAULING,SUM HAULING,,"438,949.9",31-Jul-25, 2.00 ,ODD
0566MGE,MGE LV 7-507,LIGHT VEHICLE,LV,HILUX DC,JO SUPPORT,MGE,MGE,,"35,889.0",29-Jul-25, 7.00 ,ODD
2364,MLD 006,MINI BUS,MINI BUS,ELF NHR 55,GAM SUPPORT,PROJECT,MILDA,KT 7524 DL,  ,, 6.34 ,ODD
2365,LV 210,LIGHT VEHICLE,LV,TRITON 2.5 DC GLS,GAM SUPPORT,HSE,BELFANO NAHLA UTAMA,KT 8368 ZH,"50,936.0",8-Aug-25, 7.00 ,ODD
2366,GEK 892,EXCAVATOR,EX 200,PC 200-10MO,MS HE,OPERATION RENTAL,GPE RENTAL,,"6,308.8",9-Aug-25,  ,HM
2367,GEK 893,EXCAVATOR,EX 200,PC 200-10MO,MS HE,OPERATION RENTAL,GPE RENTAL,,"6,275.5",9-Aug-25,  ,HM
2368,GEK 895,EXCAVATOR,EX 200,PC 200-10MO,MS HE,OPERATION RENTAL,GPE RENTAL,,"6,252.4",10-Aug-25,  ,HM
2369,DTVV-276,DUMP TRUCK,HAULING TRUCK,FMX 440-6X4,HAULING,OPERATION HAULING,KAI HAULING,,"235,726.9",9-Aug-25, 2.00 ,ODD
2370,DTVV-277,DUMP TRUCK,HAULING TRUCK,FMX 440-6X4,HAULING,OPERATION HAULING,KAI HAULING,,"211,856.7",5-Aug-25, 2.00 ,ODD
